id;tipo_dia;penetracao_pct;potencia_pv_total_mw;potencias_pv_kw;razoes_bess_h;capacidades_bess_kwh;fator_carga_barras
387;ceu_aberto;37,11;1,3788;[190.73, 81.12, 413.65, 269.47, 375.98, 47.85];[1.104, 3.552, 2.16, 1.539, 1.276, 2.55];[210.51, 288.1, 893.59, 414.76, 479.63, 121.99];[1.0109, 0.9428, 1.0134, 1.0871, 0.9372, 0.9989, 0.9191, 0.9584, 1.0351, 0.9785, 1.0371, 1.0178, 0.9968, 0.9485, 1.0343, 1.0152, 0.9236, 0.9518, 0.8615, 0.9317, 0.9843, 0.9472, 0.9584, 1.0695, 1.0514, 0.9653, 1.0397, 1.0607, 1.0309, 1.0149, 1.0549, 1.0385]
388;ceu_aberto;81,88;3,0418;[870.26, 113.62, 562.42, 104.76, 65.85, 1324.91];[1.493, 1.684, 1.391, 2.411, 3.759, 1.792];[1299.44, 191.38, 782.32, 252.57, 247.53, 2374.46];[0.8846, 1.0546, 1.0408, 0.9073, 0.8995, 1.0421, 1.0382, 1.0312, 0.9287, 1.0914, 0.9622, 1.012, 1.0126, 1.0796, 1.0063, 1.0208, 0.9961, 0.9402, 0.8841, 1.0016, 0.9294, 1.0175, 1.0074, 1.0062, 0.9474, 1.0518, 1.0237, 0.9409, 1.1034, 0.9895, 0.9333, 0.9621]
389;nublado;92,46;3,4351;[311.08, 55.81, 461.66, 495.4, 736.18, 1374.94];[2.329, 2.056, 2.472, 3.701, 3.94, 3.914];[724.58, 114.75, 1141.38, 1833.27, 2900.52, 5381.1];[0.9991, 0.9216, 0.9627, 0.9321, 0.9173, 0.9371, 0.9536, 0.9619, 0.9579, 1.051, 0.9546, 1.0713, 0.9758, 1.022, 1.0236, 0.9551, 0.9836, 0.9749, 1.0186, 0.9936, 0.9626, 1.006, 1.017, 1.0925, 1.0034, 1.0005, 1.0214, 0.9525, 0.9137, 0.9844, 1.0536, 1.0617]
390;parcialmente_nublado;85,34;3,1703;[1494.16, 529.89, 122.53, 358.25, 220.17, 445.35];[1.459, 2.914, 3.321, 3.284, 3.891, 1.175];[2180.41, 1544.32, 406.93, 1176.39, 856.62, 523.39];[0.9838, 0.8933, 0.9443, 0.9443, 1.0225, 0.9767, 0.9777, 0.9717, 1.0735, 1.0023, 1.0099, 0.969, 0.9985, 0.9512, 1.0172, 0.9427, 1.0372, 0.9633, 1.0474, 1.0954, 1.0001, 1.0656, 1.0376, 0.9284, 1.0055, 1.0251, 1.0299, 1.0089, 1.0083, 1.0003, 1.0067, 0.9388]
391;ceu_aberto;32,51;1,2078;[77.07, 522.16, 338.89, 173.11, 8.49, 88.07];[3.187, 2.537, 2.307, 1.941, 2.821, 3.899];[245.58, 1324.79, 781.67, 336.02, 23.95, 343.39];[0.8972, 0.9885, 1.1237, 1.0123, 1.0302, 0.9678, 1.0122, 0.9994, 1.0559, 1.0544, 1.0204, 1.0035, 0.916, 0.9143, 1.0041, 1.0437, 1.0666, 0.9555, 0.9245, 1.0466, 0.9593, 0.9211, 0.9753, 0.9744, 1.066, 1.0433, 0.9631, 1.0699, 1.0063, 1.053, 1.0664, 0.9869]
392;parcialmente_nublado;31,31;1,163;[326.39, 208.73, 89.07, 81.19, 29.46, 428.18];[1.356, 2.416, 1.71, 3.989, 2.758, 1.449];[442.45, 504.33, 152.27, 323.88, 81.24, 620.33];[0.9542, 1.1129, 0.9733, 0.9865, 1.0149, 0.9246, 1.0254, 1.0171, 0.9825, 1.0137, 1.0214, 1.0718, 1.125, 0.9469, 0.9351, 1.0051, 0.8961, 1.0325, 1.0057, 1.0184, 0.9848, 1.0128, 1.0236, 1.01, 0.9327, 1.0086, 1.0927, 1.012, 1.0069, 1.078, 0.9627, 1.0445]
393;nublado;65,34;2,4272;[309.86, 39.57, 1091.25, 373.99, 127.78, 484.79];[1.954, 2.518, 2.023, 3.641, 3.982, 1.484];[605.38, 99.62, 2208.02, 1361.76, 508.81, 719.2];[0.9397, 1.0166, 0.9815, 1.0631, 0.9554, 1.1111, 1.0427, 1.0644, 0.9486, 1.0894, 0.9394, 0.9895, 1.0652, 1.0253, 0.938, 1.0568, 1.017, 0.9792, 0.9229, 1.0217, 0.9918, 1.0078, 0.9207, 0.9791, 1.024, 1.0938, 0.9897, 1.0722, 1.0394, 1.0117, 0.9494, 0.9515]
394;ceu_aberto;62,66;2,3276;[443.77, 750.88, 340.94, 196.83, 42.15, 553.07];[1.385, 3.179, 2.584, 2.158, 2.839, 3.317];[614.56, 2387.12, 880.9, 424.67, 119.67, 1834.58];[0.9996, 1.0007, 1.0086, 1.0071, 0.997, 1.0013, 1.0778, 1.0236, 1.0053, 1.033, 1.033, 1.0473, 0.9622, 0.976, 0.9593, 1.0383, 1.0359, 0.9363, 1.0195, 1.0686, 0.9882, 1.0157, 1.0365, 0.934, 1.0076, 1.0636, 0.9703, 1.0416, 1.0014, 0.9663, 0.9952, 0.9737]
395;parcialmente_nublado;41,95;1,5586;[86.28, 337.87, 252.97, 226.12, 271.93, 383.4];[3.245, 1.316, 2.089, 1.792, 2.615, 1.184];[279.99, 444.7, 528.49, 405.19, 711.02, 454.04];[0.9804, 1.0131, 1.0439, 0.9645, 1.0074, 0.9792, 1.0095, 1.0343, 1.0461, 1.0335, 1.0207, 0.929, 0.9459, 0.9588, 1.0179, 0.9354, 1.0169, 1.0132, 0.9032, 0.9456, 1.0522, 1.0349, 0.9575, 0.9483, 0.8775, 1.0736, 1.0021, 1.0942, 0.9904, 1.0141, 1.0446, 1.0819]
396;nublado;70,73;2,6277;[218.39, 1078.25, 212.71, 153.12, 904.18, 61.09];[1.373, 3.807, 1.627, 1.445, 2.606, 1.14];[299.77, 4104.98, 346.05, 221.31, 2355.86, 69.67];[0.9575, 1.1084, 0.9317, 1.0444, 0.9869, 1.0231, 1.0254, 1.0079, 0.9433, 0.9834, 1.0085, 1.0053, 0.9488, 1.0646, 0.8753, 0.9875, 0.9539, 1.0091, 1.0508, 0.9297, 1.1177, 1.0101, 1.0191, 0.928, 0.9977, 1.0486, 1.0105, 1.007, 0.9974, 0.9311, 0.9308, 1.0585]
397;ceu_aberto;32,61;1,2116;[122.15, 103.59, 309.03, 30.0, 156.72, 490.13];[3.677, 3.557, 2.125, 3.823, 3.416, 3.553];[449.18, 368.48, 656.67, 114.69, 535.33, 1741.63];[0.9745, 0.9822, 1.03, 1.0906, 1.0603, 0.9435, 0.9437, 0.9732, 1.0049, 1.0024, 1.062, 1.0648, 1.0003, 0.9886, 1.0258, 1.0532, 1.0276, 0.9784, 0.9694, 0.9445, 1.0097, 1.0312, 1.0367, 1.0576, 1.074, 0.9313, 1.0202, 1.022, 0.9963, 0.9586, 1.0722, 0.9706]
398;parcialmente_nublado;23,91;0,8881;[172.24, 189.6, 286.9, 86.75, 15.34, 137.27];[1.363, 1.051, 3.336, 2.21, 2.575, 2.989];[234.76, 199.31, 957.02, 191.73, 39.5, 410.23];[0.9717, 0.9938, 0.9619, 0.9692, 0.9642, 0.996, 1.006, 0.9926, 0.9889, 1.038, 0.9885, 0.9917, 0.9912, 1.0772, 0.9754, 1.0298, 0.9626, 1.0175, 1.0273, 1.0542, 0.9808, 0.9443, 0.9608, 1.0482, 1.1041, 1.0417, 0.9369, 1.04, 0.9528, 0.9825, 1.0094, 1.0178]
399;parcialmente_nublado;42,53;1,58;[446.36, 102.68, 699.56, 15.87, 168.89, 146.63];[3.814, 1.435, 3.672, 1.373, 2.952, 1.96];[1702.26, 147.31, 2569.02, 21.79, 498.57, 287.34];[0.9661, 0.9688, 1.0765, 1.0284, 0.8983, 1.0693, 1.0824, 1.0777, 1.0334, 0.9449, 0.9975, 0.9276, 0.9567, 0.9445, 0.9686, 1.0082, 0.9778, 0.9756, 0.9855, 1.075, 1.1082, 0.9775, 1.0168, 0.9579, 1.0384, 0.9762, 0.9644, 1.1001, 0.9322, 0.8774, 1.0367, 0.9816]
400;ceu_aberto;48,01;1,7836;[110.41, 156.43, 396.83, 258.33, 98.96, 762.66];[1.187, 3.504, 1.825, 2.488, 2.143, 2.712];[131.03, 548.11, 724.15, 642.64, 212.09, 2068.18];[1.0255, 0.9081, 0.9793, 1.0621, 0.9183, 0.9926, 1.0314, 1.0232, 1.0035, 1.0248, 0.9695, 1.0966, 0.9195, 1.0581, 1.0095, 1.0309, 1.0397, 1.0278, 0.9594, 0.9857, 0.9274, 0.9851, 1.0161, 1.0304, 1.0196, 0.9122, 0.9719, 0.9669, 0.9345, 0.9582, 1.0001, 1.0707]
401;ceu_aberto;60,09;2,2325;[464.41, 242.91, 243.03, 8.45, 339.53, 934.18];[2.419, 1.476, 3.931, 1.87, 2.228, 1.232];[1123.45, 358.47, 955.32, 15.8, 756.33, 1151.01];[0.9885, 0.9843, 1.1054, 1.0884, 1.0708, 1.0898, 1.071, 0.9989, 0.9938, 1.0118, 0.9895, 0.948, 1.0148, 0.9217, 1.0069, 0.9503, 0.9959, 1.0096, 0.9824, 0.918, 0.9406, 1.0229, 0.9721, 1.028, 1.0005, 0.9901, 1.0174, 0.9663, 1.02, 0.979, 1.1268, 0.9433]
402;ceu_aberto;56,08;2,0834;[606.56, 70.55, 104.02, 458.25, 815.02, 29.04];[3.411, 2.935, 1.692, 3.267, 3.184, 1.426];[2069.17, 207.09, 176.03, 1497.31, 2594.83, 41.41];[1.0813, 1.0007, 0.9917, 0.9315, 0.9818, 0.9642, 1.0014, 0.9244, 0.9836, 0.9496, 1.047, 0.957, 0.9714, 1.0141, 0.9773, 1.118, 1.0465, 1.0009, 1.0184, 0.8822, 1.0616, 1.0256, 0.9963, 1.0283, 1.0344, 0.9792, 1.019, 1.0524, 1.0227, 0.9874, 1.0148, 1.0691]
403;ceu_aberto;21,36;0,7933;[77.49, 164.37, 412.23, 10.42, 42.05, 86.77];[1.511, 1.35, 2.357, 2.742, 3.461, 3.993];[117.11, 221.99, 971.61, 28.59, 145.53, 346.5];[0.9647, 1.0348, 1.0123, 1.0822, 1.036, 0.9959, 1.0522, 1.0581, 0.967, 1.0482, 0.9889, 0.9948, 1.0071, 0.981, 0.9783, 1.0492, 0.9236, 0.9469, 1.0337, 0.9964, 1.0496, 1.0179, 0.9333, 1.0031, 1.0267, 1.0117, 0.9766, 0.9863, 0.972, 0.9337, 0.9269, 1.0195]
404;parcialmente_nublado;20,15;0,7484;[95.43, 1.66, 51.11, 88.79, 346.59, 164.83];[2.087, 2.472, 3.452, 1.899, 2.845, 1.787];[199.21, 4.11, 176.43, 168.6, 986.08, 294.51];[0.9777, 0.9991, 0.9657, 0.9432, 1.0717, 1.0408, 1.0322, 1.0454, 1.0251, 1.0472, 0.9668, 1.0689, 1.0644, 1.019, 0.9856, 0.9388, 1.0114, 1.0842, 0.942, 1.0509, 0.9764, 0.9807, 0.9412, 0.9624, 1.0323, 1.0386, 1.0118, 0.975, 0.9448, 1.0031, 0.9818, 1.0106]
405;nublado;81,58;3,0308;[283.51, 735.66, 1549.66, 167.37, 149.31, 145.27];[1.583, 1.31, 3.513, 3.455, 1.454, 3.117];[448.74, 963.48, 5443.79, 578.27, 217.12, 452.74];[0.9291, 1.0402, 0.9629, 0.9594, 0.9549, 1.0576, 1.0106, 1.0171, 1.0345, 0.9979, 1.0506, 0.9402, 0.9457, 0.943, 1.0211, 1.0253, 0.9764, 0.9884, 1.0634, 0.9653, 1.0148, 0.9657, 1.0548, 1.0314, 0.9301, 0.987, 0.896, 1.045, 1.1024, 0.891, 0.9286, 1.0084]
406;ceu_aberto;31,51;1,1706;[446.83, 464.86, 45.5, 48.75, 96.99, 67.68];[3.926, 2.089, 3.284, 3.415, 2.158, 3.048];[1754.35, 971.01, 149.41, 166.5, 209.3, 206.26];[0.9884, 0.9557, 1.0639, 0.9749, 1.0578, 1.0726, 1.0207, 1.0147, 1.0019, 0.9841, 0.9781, 0.9926, 1.0912, 0.9479, 1.0102, 1.0356, 0.9858, 1.0208, 0.9248, 1.0663, 1.0566, 0.9951, 0.956, 1.0396, 0.9426, 0.9498, 0.9973, 1.0759, 1.032, 0.9677, 0.9159, 1.0021]
407;ceu_aberto;60,68;2,2542;[920.92, 464.69, 49.94, 511.77, 16.56, 290.35];[2.434, 2.934, 2.519, 1.456, 3.797, 2.951];[2241.59, 1363.41, 125.78, 745.06, 62.86, 856.81];[1.0378, 1.0978, 0.9702, 0.9657, 0.9073, 1.0331, 0.9556, 1.0446, 0.9754, 1.0863, 0.9283, 1.0511, 1.0452, 1.0263, 0.9441, 1.0266, 1.0063, 0.9085, 1.0779, 0.9827, 1.0741, 0.9966, 1.0491, 0.957, 1.0107, 1.0072, 0.9838, 0.9565, 0.8467, 0.9577, 1.035, 0.9302]
408;parcialmente_nublado;32,32;1,2005;[61.4, 38.57, 207.23, 428.59, 377.91, 86.82];[3.555, 1.317, 1.342, 3.548, 1.733, 3.124];[218.27, 50.8, 278.14, 1520.61, 655.01, 271.27];[0.9404, 1.0205, 0.9984, 0.9765, 1.0528, 0.9704, 1.0211, 1.0587, 0.983, 0.9085, 0.9798, 1.0095, 1.0502, 0.9739, 1.0862, 0.9351, 1.0082, 0.988, 1.0674, 0.9263, 1.0213, 0.9878, 1.0765, 0.9586, 1.0208, 0.9581, 1.0094, 0.9815, 0.9807, 0.9006, 1.0207, 0.9459]
409;parcialmente_nublado;67,33;2,5014;[266.93, 516.54, 62.5, 589.08, 56.02, 1010.33];[2.517, 2.591, 2.755, 3.328, 2.435, 2.283];[671.87, 1338.4, 172.16, 1960.54, 136.42, 2306.35];[0.9657, 0.9805, 1.018, 1.0251, 0.8686, 0.9882, 0.9757, 1.0691, 1.0296, 0.9908, 1.0112, 0.9156, 1.0331, 0.9802, 0.9596, 1.0657, 1.0137, 0.9667, 0.9698, 1.0183, 1.0144, 1.0015, 0.9398, 0.9472, 0.9626, 0.9902, 0.9979, 0.992, 0.9943, 1.0941, 1.0425, 1.0594]
410;parcialmente_nublado;78,06;2,8998;[246.07, 61.45, 1005.33, 1251.19, 327.14, 8.6];[3.448, 2.431, 1.225, 1.568, 1.456, 3.059];[848.48, 149.39, 1231.62, 1962.09, 476.43, 26.31];[0.964, 0.9806, 0.9808, 0.9743, 0.9449, 1.0145, 0.9772, 0.9524, 1.0243, 1.0424, 0.9877, 1.0891, 1.1108, 1.0248, 0.9766, 1.0134, 0.9388, 0.9564, 0.9159, 0.9686, 0.9384, 1.0312, 0.9625, 1.0138, 1.0374, 1.0586, 0.9823, 1.0155, 1.0171, 1.0636, 1.0392, 1.0652]
411;ceu_aberto;25,62;0,9519;[24.52, 405.01, 96.2, 15.62, 26.86, 383.65];[2.47, 1.489, 3.682, 3.536, 1.069, 2.743];[60.57, 603.05, 354.21, 55.22, 28.72, 1052.35];[1.0105, 0.9193, 0.9523, 0.9429, 1.044, 1.1153, 0.956, 0.9882, 0.9653, 1.0111, 0.9696, 1.0141, 1.0333, 0.9388, 1.0136, 0.9103, 0.9872, 0.9838, 0.9885, 0.9844, 0.9753, 0.9867, 1.0119, 1.0133, 1.0058, 0.9713, 1.054, 1.0763, 0.9356, 1.0082, 0.9766, 1.0463]
412;parcialmente_nublado;45,92;1,7059;[197.85, 49.26, 879.57, 50.37, 409.5, 119.35];[2.721, 1.142, 1.615, 2.333, 3.032, 3.333];[538.37, 56.24, 1420.54, 117.51, 1241.43, 397.77];[1.0405, 1.0297, 0.962, 0.963, 1.0226, 1.0771, 1.0193, 1.0489, 0.9737, 1.0549, 0.979, 1.012, 0.9817, 1.0445, 1.0451, 0.9262, 1.0663, 1.1188, 0.9822, 0.9937, 1.062, 1.0033, 0.9998, 1.0948, 0.9323, 0.9606, 1.0209, 0.919, 0.9813, 0.9809, 1.0481, 1.0346]
413;nublado;33,44;1,2424;[143.87, 101.66, 290.18, 71.45, 352.2, 283.07];[3.024, 1.776, 3.911, 2.646, 3.723, 1.647];[435.05, 180.53, 1134.89, 189.07, 1311.08, 466.27];[0.9556, 0.9924, 0.979, 0.9647, 1.0067, 1.0182, 1.0125, 0.9949, 1.0206, 1.0121, 1.0049, 1.0083, 1.0592, 0.9397, 0.9841, 1.0169, 0.9209, 1.0691, 1.0127, 1.0478, 1.056, 1.0206, 0.8884, 1.0074, 1.0106, 0.9457, 0.9105, 1.0231, 0.9375, 1.1031, 1.0132, 1.0676]
414;nublado;35,0;1,3001;[651.42, 244.99, 239.66, 25.65, 2.76, 135.63];[1.432, 3.341, 2.248, 2.016, 1.221, 3.988];[933.07, 818.57, 538.82, 51.71, 3.37, 540.93];[0.9476, 0.9198, 1.0185, 0.9914, 1.0177, 1.026, 1.0378, 1.0203, 0.951, 1.029, 1.0111, 1.1095, 1.0004, 1.0191, 0.9953, 1.0024, 0.9991, 0.9783, 1.0089, 1.0311, 0.979, 1.0418, 1.0357, 0.956, 0.9518, 1.0224, 0.9706, 0.9477, 1.0858, 0.9517, 0.9238, 0.9608]
415;parcialmente_nublado;96,74;3,5939;[1551.83, 464.93, 289.43, 382.47, 361.6, 543.61];[1.292, 3.687, 3.655, 2.846, 1.186, 3.412];[2005.03, 1714.28, 1057.98, 1088.39, 428.77, 1854.79];[0.9639, 0.9078, 0.9486, 0.9776, 0.9384, 0.9701, 0.9724, 0.9992, 0.9273, 1.029, 1.083, 1.0715, 0.9708, 1.0334, 1.0275, 0.9978, 1.0089, 1.0342, 1.0442, 0.9594, 1.0374, 1.0833, 1.0441, 1.0768, 0.8708, 1.0298, 1.0132, 1.0514, 0.9437, 0.9747, 1.045, 0.947]
416;parcialmente_nublado;71,83;2,6686;[985.1, 63.21, 77.41, 174.55, 282.39, 1085.91];[3.721, 3.616, 1.668, 3.189, 2.15, 3.794];[3665.47, 228.55, 129.08, 556.64, 607.26, 4119.47];[0.977, 0.9817, 1.0245, 1.0387, 0.9817, 1.0172, 1.017, 1.0369, 1.0493, 1.0906, 0.9767, 1.073, 1.0059, 0.9453, 0.9675, 1.0233, 1.0362, 0.9492, 0.9618, 0.9733, 0.9568, 0.906, 0.889, 0.9809, 1.0126, 1.0328, 0.9319, 0.9327, 0.9736, 1.0002, 1.0504, 1.0359]
417;parcialmente_nublado;80,39;2,9865;[671.85, 683.54, 1083.94, 47.37, 85.81, 414.02];[2.25, 2.29, 3.031, 1.002, 3.877, 1.523];[1511.97, 1565.2, 3285.04, 47.48, 332.73, 630.74];[1.0184, 0.9886, 0.9818, 0.9229, 0.9517, 1.0023, 1.0142, 0.9918, 1.069, 0.9712, 1.0643, 1.0108, 1.0054, 1.0466, 0.9688, 0.9835, 0.9388, 1.0468, 1.0168, 1.0549, 1.0102, 1.0552, 0.9626, 1.0494, 0.9801, 1.0001, 1.0364, 1.1164, 1.041, 1.0457, 0.9727, 1.0078]
418;ceu_aberto;72,82;2,7054;[3.27, 908.11, 9.22, 1029.57, 191.01, 564.26];[3.362, 1.844, 2.069, 2.529, 2.748, 1.876];[10.99, 1674.38, 19.07, 2603.39, 524.91, 1058.62];[1.042, 0.9325, 1.055, 0.9901, 0.9489, 0.972, 0.9389, 0.9692, 0.9066, 0.9963, 1.0294, 0.9326, 1.0009, 0.9598, 1.0334, 0.8843, 1.0356, 0.9091, 0.9895, 0.9646, 0.982, 0.9235, 1.083, 0.9357, 0.9396, 1.0897, 1.0161, 0.9373, 0.9936, 0.9882, 0.9156, 0.9621]
419;ceu_aberto;33,02;1,2268;[165.97, 391.93, 38.67, 13.31, 570.69, 46.21];[1.827, 2.451, 1.693, 3.979, 1.129, 2.354];[303.22, 960.75, 65.47, 52.97, 644.25, 108.79];[0.9174, 1.1209, 1.0156, 1.0007, 0.9814, 1.0365, 0.9419, 0.9844, 0.9524, 1.0361, 0.9587, 1.0551, 0.995, 1.0387, 1.02, 1.053, 0.9532, 1.0453, 0.9069, 1.0022, 0.9727, 0.9298, 0.9553, 0.968, 0.9902, 0.9738, 1.004, 0.9585, 0.9762, 0.9855, 1.0091, 1.0424]
420;ceu_aberto;47,12;1,7504;[679.57, 26.71, 37.61, 162.93, 228.8, 614.8];[3.776, 2.594, 2.487, 1.639, 2.354, 3.771];[2565.9, 69.29, 93.53, 267.05, 538.49, 2318.38];[0.9348, 0.9759, 1.0094, 0.8947, 0.9324, 1.0987, 1.0242, 1.0742, 1.0433, 1.0197, 0.9845, 1.0191, 1.0725, 1.0413, 1.0083, 0.9914, 1.0249, 0.9734, 1.0249, 0.9651, 0.9823, 0.9486, 0.978, 0.9658, 1.0846, 0.9553, 1.0192, 0.9527, 1.0023, 1.0145, 0.9074, 0.9301]
421;ceu_aberto;32,28;1,1993;[195.89, 169.24, 407.32, 324.44, 28.47, 73.93];[3.734, 2.922, 2.391, 1.327, 2.055, 2.996];[731.54, 494.58, 973.95, 430.47, 58.5, 221.48];[0.9858, 1.0744, 1.0079, 0.9737, 0.9996, 1.0413, 0.9898, 1.0299, 1.0117, 1.0159, 1.0331, 0.9853, 0.9528, 1.0237, 0.9934, 0.9776, 1.0263, 1.0639, 0.9923, 1.0004, 0.9409, 0.9889, 1.0111, 0.999, 0.9819, 1.0363, 1.0029, 1.1294, 1.0104, 0.8627, 0.9444, 1.0266]
422;nublado;22,66;0,8418;[5.17, 342.9, 128.58, 42.5, 120.06, 202.55];[3.613, 1.062, 3.455, 3.56, 2.787, 2.44];[18.66, 364.01, 444.22, 151.3, 334.58, 494.16];[0.9857, 0.9787, 1.056, 0.9985, 0.9991, 1.0707, 1.0339, 1.0365, 0.9291, 1.02, 0.9497, 0.9773, 1.0088, 0.9982, 1.0327, 1.0385, 1.0423, 0.9328, 1.1181, 0.9988, 1.0606, 0.8743, 0.9867, 0.927, 0.9569, 1.0025, 0.9833, 1.0657, 1.0884, 0.9517, 0.9756, 0.9484]
423;ceu_aberto;57,72;2,1444;[111.35, 632.68, 231.19, 755.12, 131.23, 282.83];[2.414, 1.5, 1.209, 1.951, 2.635, 2.958];[268.76, 948.75, 279.46, 1473.4, 345.75, 836.63];[1.0005, 0.8621, 1.0413, 1.1497, 0.9906, 0.9595, 1.0082, 0.9284, 1.0231, 1.075, 0.9665, 0.9681, 0.996, 0.9749, 0.9244, 0.9807, 0.9706, 1.0683, 1.0578, 1.0699, 1.0401, 1.0103, 0.9563, 1.0663, 1.0174, 0.9376, 0.9543, 0.9368, 0.8974, 1.0194, 0.9381, 0.9622]
424;nublado;93,77;3,4834;[389.35, 778.85, 927.62, 862.35, 6.9, 518.36];[2.496, 3.281, 2.708, 2.155, 2.995, 2.998];[971.7, 2555.78, 2512.39, 1858.0, 20.67, 1553.89];[0.9789, 0.9866, 1.0069, 1.0701, 0.9723, 0.9623, 1.0348, 1.0605, 0.9974, 1.0335, 1.0056, 0.9874, 0.9585, 0.9423, 0.9693, 0.9512, 1.0142, 1.0609, 1.0102, 0.954, 1.0428, 1.0148, 1.0247, 0.974, 1.0567, 1.0564, 0.9908, 1.0359, 1.0551, 0.9767, 0.9959, 1.004]
425;ceu_aberto;58,49;2,173;[358.32, 57.85, 758.48, 230.2, 532.66, 235.45];[1.003, 2.201, 1.443, 2.196, 1.964, 1.608];[359.41, 127.34, 1094.11, 505.48, 1046.17, 378.52];[1.0185, 0.9695, 0.959, 1.0445, 0.8394, 0.9785, 0.9333, 0.9566, 1.0122, 0.9897, 0.9852, 1.0595, 0.9993, 1.0903, 1.0356, 0.9517, 1.0967, 1.0139, 1.0936, 0.9867, 1.0136, 1.0216, 0.9916, 1.0636, 1.0966, 0.8853, 1.0407, 0.9553, 0.8704, 1.0259, 1.026, 1.034]
426;parcialmente_nublado;21,0;0,7803;[70.75, 116.99, 52.06, 221.1, 194.86, 124.52];[1.883, 2.302, 1.874, 1.664, 2.054, 2.807];[133.23, 269.28, 97.54, 367.86, 400.2, 349.52];[0.9331, 1.049, 0.9775, 1.0114, 0.9755, 1.101, 0.9355, 1.0141, 1.0751, 0.9813, 0.9623, 1.0384, 1.0502, 0.96, 1.0731, 1.0026, 1.0254, 1.0744, 1.0384, 1.0, 0.9664, 1.1354, 0.9605, 1.0159, 1.0255, 1.0279, 1.1064, 1.0024, 0.9952, 1.0776, 0.9932, 1.0438]
427;ceu_aberto;46,98;1,7455;[208.1, 396.9, 143.96, 36.51, 434.81, 525.19];[1.743, 1.41, 2.583, 1.625, 2.122, 3.332];[362.7, 559.74, 371.9, 59.32, 922.89, 1749.96];[1.0318, 0.9709, 0.9452, 1.034, 1.1174, 1.0272, 0.9793, 0.9825, 1.0955, 1.0153, 0.9617, 0.9969, 1.0108, 1.0235, 1.0756, 1.0638, 1.0099, 0.9979, 1.0198, 0.9696, 1.049, 0.9898, 1.0245, 1.0857, 1.0276, 1.0115, 0.9741, 0.9961, 0.9432, 1.0267, 0.8933, 1.0484]
428;parcialmente_nublado;71,29;2,6483;[125.21, 843.19, 2.3, 884.5, 578.22, 214.9];[3.411, 2.216, 2.457, 1.083, 2.204, 1.502];[427.12, 1868.38, 5.66, 957.94, 1274.38, 322.79];[0.9529, 0.9574, 0.9974, 0.9697, 1.1315, 1.0418, 1.0542, 0.9945, 1.0053, 0.9785, 1.1312, 0.9946, 0.9698, 0.9623, 1.0168, 1.0711, 1.0543, 0.9622, 0.961, 1.0623, 1.1051, 0.9927, 1.0603, 0.9267, 0.9578, 0.9495, 1.0206, 0.9911, 1.0119, 1.061, 0.9673, 1.0047]
429;parcialmente_nublado;93,68;3,4804;[428.2, 589.09, 319.67, 903.96, 248.4, 991.05];[1.324, 3.127, 2.431, 3.096, 2.594, 1.403];[566.86, 1842.0, 777.01, 2798.88, 644.4, 1390.36];[1.0269, 0.9987, 0.9593, 1.0519, 1.063, 0.9176, 0.9561, 0.992, 0.9735, 1.0263, 1.092, 0.981, 1.0788, 0.9266, 1.0228, 0.9703, 1.0239, 0.9122, 0.9357, 1.0238, 0.9685, 0.9838, 1.0918, 1.0069, 1.0451, 0.962, 0.9329, 0.996, 0.9255, 0.9651, 1.0119, 0.9944]
430;ceu_aberto;25,78;0,9577;[155.13, 217.21, 32.61, 46.06, 48.82, 457.91];[2.221, 2.592, 3.173, 2.114, 1.317, 2.963];[344.55, 562.94, 103.46, 97.38, 64.28, 1356.78];[0.9399, 1.042, 1.0039, 0.9891, 1.0187, 1.0082, 1.0044, 0.9338, 0.9487, 1.0374, 1.028, 1.0191, 0.9707, 1.0383, 0.9815, 1.0651, 0.9627, 0.9737, 0.9924, 1.0424, 0.9982, 1.0019, 0.9804, 1.0134, 0.9965, 0.9608, 1.0064, 1.0075, 1.1175, 0.9694, 0.958, 1.014]
431;parcialmente_nublado;28,33;1,0525;[231.08, 67.48, 121.17, 334.73, 184.04, 114.02];[2.18, 3.103, 1.358, 2.439, 1.824, 2.136];[503.86, 209.41, 164.57, 816.34, 335.71, 243.52];[1.0335, 0.9337, 1.0454, 1.0234, 0.9962, 1.047, 1.1552, 1.0239, 0.944, 1.0745, 1.0093, 1.1056, 0.9747, 1.0641, 1.0, 1.1328, 0.9859, 1.1501, 1.022, 1.0423, 1.085, 0.9606, 1.0485, 0.9854, 1.0076, 1.0042, 1.0286, 1.0265, 0.9712, 1.0062, 0.8833, 1.0495]
432;ceu_aberto;58,19;2,1617;[262.28, 193.61, 81.66, 882.2, 305.5, 436.44];[2.64, 2.726, 3.115, 2.888, 1.822, 2.661];[692.32, 527.88, 254.35, 2547.93, 556.54, 1161.41];[1.0257, 0.926, 0.9736, 0.9961, 0.9544, 1.0473, 0.9893, 1.0205, 0.9995, 1.0063, 0.9557, 0.9413, 0.9923, 0.9517, 1.0697, 0.9312, 1.1169, 1.0151, 1.0035, 0.973, 1.0328, 0.9898, 1.015, 1.0421, 1.0335, 1.062, 1.0269, 0.9524, 0.896, 1.0106, 1.0113, 1.0963]
