id;tipo_dia;unidade;barra;potencia_pv_kw;potencia_bess_kw;razao_bess_h;capacidade_bess_kwh;fator_carga
196;parcialmente_nublado;2;10;8,01;8,01;3,99;31,96;1,0199
196;parcialmente_nublado;3;14;466,19;466,19;1,834;854,99;1,0928
196;parcialmente_nublado;4;18;338,38;338,38;3,339;1129,86;1,0016
196;parcialmente_nublado;5;25;256,54;256,54;2,744;703,99;0,9203
196;parcialmente_nublado;6;32;186,59;186,59;3,928;732,86;1,0015
197;parcialmente_nublado;1;6;1017,64;1017,64;1,285;1307,32;1,0429
197;parcialmente_nublado;2;10;1048,83;1048,83;2,165;2271,14;1,0271
197;parcialmente_nublado;3;14;24,22;24,22;2,763;66,93;0,9671
197;parcialmente_nublado;4;18;35,81;35,81;2,734;97,93;0,9878
197;parcialmente_nublado;5;25;120,94;120,94;2,63;318,1;0,9626
197;parcialmente_nublado;6;32;126,64;126,64;2,016;255,3;0,979
198;parcialmente_nublado;1;6;891,34;891,34;1,129;1006,02;1,057
198;parcialmente_nublado;2;10;297,28;297,28;1,572;467,26;1,0226
198;parcialmente_nublado;3;14;284,29;284,29;2,992;850,73;0,984
198;parcialmente_nublado;4;18;629,32;629,32;1,295;814,95;1,0257
198;parcialmente_nublado;5;25;57,55;57,55;3,916;225,33;0,982
198;parcialmente_nublado;6;32;780,75;780,75;3,605;2814,75;1,0206
199;parcialmente_nublado;1;6;150,78;150,78;2,902;437,52;0,934
199;parcialmente_nublado;2;10;339,45;339,45;1,646;558,7;1,0646
199;parcialmente_nublado;3;14;138,28;138,28;2,008;277,72;0,9888
199;parcialmente_nublado;4;18;390,83;390,83;3,542;1384,41;0,9069
199;parcialmente_nublado;5;25;176,45;176,45;2,159;381,03;0,9651
199;parcialmente_nublado;6;32;759,82;759,82;2,607;1981,14;0,9538
200;parcialmente_nublado;1;6;1115,72;1115,72;3,717;4146,73;1,0575
200;parcialmente_nublado;2;10;226,2;226,2;2,702;611,07;0,927
200;parcialmente_nublado;3;14;721,48;721,48;1,651;1191,16;0,9646
200;parcialmente_nublado;4;18;955,86;955,86;1,368;1307,96;1,0037
200;parcialmente_nublado;5;25;123,69;123,69;2,555;315,98;0,9499
200;parcialmente_nublado;6;32;363,54;363,54;2,643;960,86;1,08
201;ceu_aberto;1;6;512,93;512,93;3,317;1701,31;0,9419
201;ceu_aberto;2;10;904,89;904,89;1,815;1642,31;1,0539
201;ceu_aberto;3;14;320,04;320,04;3,222;1031,26;0,987
201;ceu_aberto;4;18;748,02;748,02;3,335;2494,96;1,0842
201;ceu_aberto;5;25;60,16;60,16;3,494;210,18;0,9239
201;ceu_aberto;6;32;322,96;322,96;1,939;626,11;1,0882
202;parcialmente_nublado;1;6;50,6;50,6;3,898;197,21;0,9946
202;parcialmente_nublado;2;10;333,41;333,41;1,722;574,1;1,0299
202;parcialmente_nublado;3;14;217,87;217,87;3,705;807,18;0,9796
202;parcialmente_nublado;4;18;189,19;189,19;2,742;518,69;1,0304
202;parcialmente_nublado;5;25;69,81;69,81;1,37;95,63;1,0582
202;parcialmente_nublado;6;32;98,22;98,22;2,402;235,93;1,012
203;ceu_aberto;1;6;279,02;279,02;1,958;546,35;1,0859
203;ceu_aberto;2;10;630,46;630,46;2,936;1850,98;1,032
203;ceu_aberto;3;14;267,9;267,9;1,441;385,99;1,1424
203;ceu_aberto;4;18;96,5;96,5;2,026;195,48;0,9766
203;ceu_aberto;5;25;400,16;400,16;3,728;1491,67;0,9638
203;ceu_aberto;6;32;587,01;587,01;3,734;2191,84;0,9929
204;ceu_aberto;1;6;151,68;151,68;1,287;195,28;1,0078
204;ceu_aberto;2;10;395,12;395,12;2,428;959,4;0,995
204;ceu_aberto;3;14;109,81;109,81;2,764;303,55;0,9863
204;ceu_aberto;4;18;333,72;333,72;2,278;760,09;0,9795
204;ceu_aberto;5;25;449,1;449,1;1,979;888,92;1,0191
204;ceu_aberto;6;32;16,61;16,61;2,923;48,55;1,0409
205;parcialmente_nublado;1;6;349,67;349,67;3,94;1377,81;0,9978
205;parcialmente_nublado;2;10;73,68;73,68;2,627;193,54;0,9806
205;parcialmente_nublado;3;14;279,1;279,1;1,727;482,13;0,9765
205;parcialmente_nublado;4;18;355,23;355,23;1,575;559,49;1,016
205;parcialmente_nublado;5;25;1358,86;1358,86;1,425;1936,49;0,909
205;parcialmente_nublado;6;32;206,05;206,05;2,359;486,04;0,9885
206;parcialmente_nublado;1;6;816,3;816,3;1,928;1573,72;1,0388
206;parcialmente_nublado;2;10;248,45;248,45;1,18;293,12;0,9458
206;parcialmente_nublado;3;14;24,47;24,47;1,708;41,79;0,984
206;parcialmente_nublado;4;18;53,62;53,62;1,797;96,35;1,0508
206;parcialmente_nublado;5;25;130,07;130,07;3,983;518,08;0,9824
206;parcialmente_nublado;6;32;15,67;15,67;1,707;26,75;1,0414
207;ceu_aberto;1;6;46,29;46,29;1,539;71,23;0,9666
207;ceu_aberto;2;10;491,74;491,74;1,641;806,73;1,0484
207;ceu_aberto;3;14;12,66;12,66;1,051;13,3;0,9888
207;ceu_aberto;4;18;215,75;215,75;3,174;684,81;0,9471
207;ceu_aberto;5;25;127,24;127,24;2,932;373,11;0,9881
207;ceu_aberto;6;32;262,23;262,23;1,534;402,31;0,9795
208;ceu_aberto;1;6;215,15;215,15;3,027;651,31;1,0405
208;ceu_aberto;2;10;89,09;89,09;1,644;146,47;0,9716
208;ceu_aberto;3;14;786,03;786,03;3,969;3119,54;1,0548
208;ceu_aberto;4;18;252,72;252,72;2,601;657,34;1,0167
208;ceu_aberto;5;25;96,23;96,23;1,867;179,65;0,9895
208;ceu_aberto;6;32;15,89;15,89;2,973;47,24;0,9705
209;ceu_aberto;1;6;295,14;295,14;3,54;1044,77;1,0131
209;ceu_aberto;2;10;24,32;24,32;1,396;33,95;0,9793
209;ceu_aberto;3;14;57,21;57,21;1,106;63,25;1,0563
209;ceu_aberto;4;18;88,86;88,86;2,185;194,18;0,9513
209;ceu_aberto;5;25;409,8;409,8;3,938;1613,92;0,9907
209;ceu_aberto;6;32;53,13;53,13;1,331;70,72;0,9298
210;ceu_aberto;1;6;48,03;48,03;2,709;130,13;1,0194
210;ceu_aberto;2;10;519,08;519,08;3,123;1620,9;1,1025
210;ceu_aberto;3;14;5,03;5,03;2,288;11,52;0,9769
210;ceu_aberto;4;18;120,75;120,75;1,274;153,85;1,0192
210;ceu_aberto;5;25;186,25;186,25;3,887;723,99;1,1177
210;ceu_aberto;6;32;105,9;105,9;2,297;243,24;0,9707
211;nublado;1;6;619,29;619,29;2,654;1643,32;0,9259
211;nublado;2;10;68,58;68,58;2,432;166,79;1,0079
211;nublado;3;14;374,28;374,28;3,003;1123,96;1,0036
211;nublado;4;18;273,13;273,13;3,407;930,52;0,9548
211;nublado;5;25;141,12;141,12;3,918;552,91;0,9731
211;nublado;6;32;504,17;504,17;2,888;1456,07;1,0758
212;ceu_aberto;1;6;341,85;341,85;3,275;1119,65;1,142
212;ceu_aberto;2;10;611,98;611,98;1,898;1161,42;1,0178
212;ceu_aberto;3;14;1264,66;1264,66;3,419;4324,12;1,0431
212;ceu_aberto;4;18;787,11;787,11;2,602;2047,95;1,0347
212;ceu_aberto;5;25;111,06;111,06;3,382;375,59;0,9289
212;ceu_aberto;6;32;60,62;60,62;1,828;110,79;1,0293
213;ceu_aberto;1;6;86,81;86,81;3,436;298,28;1,0577
213;ceu_aberto;2;10;411,99;411,99;3,769;1552,68;0,9938
213;ceu_aberto;3;14;240,46;240,46;3,841;923,65;1,103
213;ceu_aberto;4;18;373,06;373,06;3,05;1137,67;0,9776
213;ceu_aberto;5;25;215,56;215,56;1,634;352,25;1,0999
213;ceu_aberto;6;32;57,53;57,53;1,119;64,39;0,9513
214;parcialmente_nublado;1;6;555,5;555,5;1,909;1060,27;1,033
214;parcialmente_nublado;2;10;2,08;2,08;2,494;5,18;0,9219
214;parcialmente_nublado;3;14;106,67;106,67;1,555;165,91;1,0506
214;parcialmente_nublado;4;18;524,0;524,0;2,4;1257,43;0,9795
214;parcialmente_nublado;5;25;97,27;97,27;3,509;341,31;0,9729
214;parcialmente_nublado;6;32;19,59;19,59;3,618;70,88;1,0147
215;parcialmente_nublado;1;6;142,9;142,9;3,915;559,46;1,0452
215;parcialmente_nublado;2;10;27,7;27,7;2,965;82,14;1,0785
215;parcialmente_nublado;3;14;376,01;376,01;1,864;700,7;1,0166
215;parcialmente_nublado;4;18;24,98;24,98;1,722;43,03;1,0051
215;parcialmente_nublado;5;25;148,81;148,81;1,385;206,06;0,916
215;parcialmente_nublado;6;32;152,15;152,15;3,27;497,45;1,0374
216;ceu_aberto;1;6;271,48;271,48;3,574;970,15;1,1393
216;ceu_aberto;2;10;232,08;232,08;1,082;251,1;1,0491
216;ceu_aberto;3;14;1704,98;1704,98;1,01;1721,59;0,9415
216;ceu_aberto;4;18;821,88;821,88;1,844;1515,37;0,9616
216;ceu_aberto;5;25;1,21;1,21;3,742;4,54;1,1139
216;ceu_aberto;6;32;364,62;364,62;3,704;1350,72;0,9893
217;ceu_aberto;1;6;317,96;317,96;2,128;676,74;1,0052
217;ceu_aberto;2;10;1140,54;1140,54;1,912;2180,93;0,9644
217;ceu_aberto;3;14;258,3;258,3;1,762;455,03;0,8072
217;ceu_aberto;4;18;598,08;598,08;1,149;687,2;1,0537
217;ceu_aberto;5;25;136,14;136,14;3,51;477,87;0,9158
217;ceu_aberto;6;32;157,84;157,84;1,193;188,29;1,0295
218;nublado;1;6;596,68;596,68;2,86;1706,27;0,9282
218;nublado;2;10;682,48;682,48;2,612;1782,6;0,9892
218;nublado;3;14;402,59;402,59;2,687;1081,93;1,0463
218;nublado;4;18;684,8;684,8;3,67;2513,31;0,9998
218;nublado;5;25;954,35;954,35;2,067;1972,49;1,0511
218;nublado;6;32;323,4;323,4;1,625;525,37;1,0169
219;ceu_aberto;1;6;635,67;635,67;3,025;1922,66;1,063
219;ceu_aberto;2;10;181,74;181,74;2,915;529,79;1,0362
219;ceu_aberto;3;14;547,85;547,85;2,143;1173,77;0,9941
219;ceu_aberto;4;18;8,15;8,15;1,022;8,33;0,8987
219;ceu_aberto;5;25;473,58;473,58;1,757;832,0;1,0477
219;ceu_aberto;6;32;300,51;300,51;2,9;871,49;0,9704
220;parcialmente_nublado;1;6;271,5;271,5;2,729;740,95;0,9432
220;parcialmente_nublado;2;10;571,29;571,29;1,558;890,27;0,8692
220;parcialmente_nublado;3;14;761,31;761,31;1,381;1051,24;1,0874
220;parcialmente_nublado;4;18;64,83;64,83;1,779;115,35;1,0278
220;parcialmente_nublado;5;25;542,54;542,54;1,311;711,02;0,9942
220;parcialmente_nublado;6;32;1119,03;1119,03;2,54;2842,54;0,9666
221;ceu_aberto;1;6;63,86;63,86;3,686;235,39;1,0609
221;ceu_aberto;2;10;311,26;311,26;1,01;314,32;0,9239
221;ceu_aberto;3;14;99,06;99,06;3,802;376,63;0,9826
221;ceu_aberto;4;18;275,23;275,23;1,412;388,73;0,9964
221;ceu_aberto;5;25;275,33;275,33;1,12;308,31;0,8664
221;ceu_aberto;6;32;341,95;341,95;1,166;398,78;0,9457
222;parcialmente_nublado;1;6;257,79;257,79;2,501;644,64;0,979
222;parcialmente_nublado;2;10;57,22;57,22;2,558;146,4;0,9751
222;parcialmente_nublado;3;14;466,1;466,1;2,907;1354,92;1,016
222;parcialmente_nublado;4;18;613,17;613,17;3,071;1882,9;0,9909
222;parcialmente_nublado;5;25;608,52;608,52;2,965;1804,05;1,0159
222;parcialmente_nublado;6;32;540,83;540,83;2,761;1493,16;1,0781
223;ceu_aberto;1;6;214,36;214,36;2,36;505,89;1,0004
223;ceu_aberto;2;10;720,37;720,37;3,355;2416,71;1,0102
223;ceu_aberto;3;14;867,25;867,25;1,279;1109,57;0,9656
223;ceu_aberto;4;18;55,09;55,09;3,647;200,93;0,9847
223;ceu_aberto;5;25;591,35;591,35;3,013;1781,48;0,971
223;ceu_aberto;6;32;202,77;202,77;3,626;735,21;1,0451
224;ceu_aberto;1;6;645,05;645,05;1,613;1040,6;0,9838
224;ceu_aberto;2;10;152,4;152,4;3,692;562,71;1,0598
224;ceu_aberto;3;14;34,58;34,58;1,653;57,14;0,9404
224;ceu_aberto;4;18;891,93;891,93;2,91;2595,53;1,0738
224;ceu_aberto;5;25;180,41;180,41;3,642;657,1;0,9466
224;ceu_aberto;6;32;157,71;157,71;1,105;174,23;1,0425
225;nublado;1;6;817,58;817,58;2,828;2312,18;0,948
225;nublado;2;10;131,3;131,3;3,18;417,48;0,9433
225;nublado;3;14;919,68;919,68;2,985;2745,33;0,9891
225;nublado;4;18;267,7;267,7;1,205;322,61;0,9498
225;nublado;5;25;474,02;474,02;2,372;1124,39;1,0837
225;nublado;6;32;588,92;588,92;2,992;1762,08;1,0108
226;ceu_aberto;1;6;718,61;718,61;1,272;913,93;0,8849
226;ceu_aberto;2;10;11,06;11,06;2,063;22,81;0,9924
226;ceu_aberto;3;14;297,9;297,9;3,856;1148,71;1,0692
226;ceu_aberto;4;18;70,53;70,53;3,097;218,44;0,9781
226;ceu_aberto;5;25;87,16;87,16;3,265;284,56;1,057
226;ceu_aberto;6;32;286,42;286,42;3,273;937,32;0,9847
227;ceu_aberto;1;6;410,71;410,71;3,48;1429,2;0,9928
227;ceu_aberto;2;10;74,73;74,73;3,78;282,47;0,9478
227;ceu_aberto;3;14;2,81;2,81;2,236;6,28;0,9658
227;ceu_aberto;4;18;172,11;172,11;3,222;554,48;0,9537
227;ceu_aberto;5;25;485,47;485,47;1,224;594,23;0,9347
227;ceu_aberto;6;32;650,0;650,0;1,173;762,19;1,0683
228;parcialmente_nublado;1;6;317,49;317,49;1,97;625,36;1,0951
228;parcialmente_nublado;2;10;581,84;581,84;1,041;605,48;0,9994
228;parcialmente_nublado;3;14;67,04;67,04;3,391;227,35;0,9731
228;parcialmente_nublado;4;18;400,38;400,38;1,984;794,27;1,0681
228;parcialmente_nublado;5;25;521,56;521,56;2,072;1080,63;1,0623
228;parcialmente_nublado;6;32;199,6;199,6;2,008;400,8;1,046
229;parcialmente_nublado;1;6;265,88;265,88;1,885;501,16;1,0529
229;parcialmente_nublado;2;10;593,95;593,95;1,162;690,08;1,0148
229;parcialmente_nublado;3;14;159,03;159,03;2,562;407,48;1,0345
229;parcialmente_nublado;4;18;167,72;167,72;3,45;578,59;0,9927
229;parcialmente_nublado;5;25;471,62;471,62;3,554;1676,2;0,9959
229;parcialmente_nublado;6;32;337,97;337,97;1,706;576,68;1,0057
230;parcialmente_nublado;1;6;40,82;40,82;1,358;55,42;1,0386
230;parcialmente_nublado;2;10;125,39;125,39;3,838;481,27;1,0707
230;parcialmente_nublado;3;14;322,84;322,84;2,302;743,11;0,9873
230;parcialmente_nublado;4;18;401,54;401,54;1,584;636,21;0,9675
230;parcialmente_nublado;5;25;103,24;103,24;3,802;392,47;1,016
230;parcialmente_nublado;6;32;21,86;21,86;1,314;28,71;0,9463
231;nublado;1;6;9,52;9,52;1,065;10,14;1,0681
231;nublado;2;10;24,98;24,98;3,061;76,46;0,9903
231;nublado;3;14;456,74;456,74;1,577;720,3;0,979
231;nublado;4;18;187,56;187,56;2,268;425,34;1,0694
231;nublado;5;25;816,72;816,72;2,874;2347,42;1,0956
231;nublado;6;32;534,29;534,29;3,618;1933,15;1,0005
232;nublado;1;6;306,37;306,37;2,975;911,3;0,9752
232;nublado;2;10;96,44;96,44;3,115;300,41;1,0042
232;nublado;3;14;20,24;20,24;3,977;80,52;0,9958
232;nublado;4;18;168,81;168,81;2,16;364,64;0,9674
232;nublado;5;25;66,09;66,09;2,396;158,36;0,9723
232;nublado;6;32;216,69;216,69;3,414;739,74;0,9817
233;parcialmente_nublado;1;6;241,57;241,57;3,109;751,06;0,9511
233;parcialmente_nublado;2;10;37,81;37,81;2,952;111,62;0,9949
233;parcialmente_nublado;3;14;110,34;110,34;1,273;140,47;1,0287
233;parcialmente_nublado;4;18;315,77;315,77;2,732;862,61;1,0245
233;parcialmente_nublado;5;25;49,91;49,91;1,442;71,96;0,9996
233;parcialmente_nublado;6;32;107,64;107,64;1,757;189,1;1,0029
234;parcialmente_nublado;1;6;387,9;387,9;2,672;1036,28;0,9764
234;parcialmente_nublado;2;10;421,44;421,44;3,357;1414,68;1,0244
234;parcialmente_nublado;3;14;343,32;343,32;2,653;910,82;0,9533
234;parcialmente_nublado;4;18;390,69;390,69;1,333;520,88;0,9478
234;parcialmente_nublado;5;25;164,64;164,64;3,429;564,51;0,9442
234;parcialmente_nublado;6;32;202,86;202,86;3,282;665,74;1,0012
235;parcialmente_nublado;1;6;144,53;144,53;1,901;274,73;1,0466
235;parcialmente_nublado;2;10;324,45;324,45;3,901;1265,81;1,0412
235;parcialmente_nublado;3;14;32,97;32,97;1,866;61,51;0,995
235;parcialmente_nublado;4;18;196,61;196,61;1,64;322,5;0,978
235;parcialmente_nublado;5;25;171,25;171,25;2,609;446,73;1,0124
235;parcialmente_nublado;6;32;71,3;71,3;3,013;214,81;1,0084
236;parcialmente_nublado;1;6;529,69;529,69;2,615;1385,15;0,9684
236;parcialmente_nublado;2;10;397,59;397,59;2,904;1154,63;1,0093
236;parcialmente_nublado;3;14;682,3;682,3;3,872;2641,85;1,0114
236;parcialmente_nublado;4;18;108,06;108,06;2,957;319,47;0,9477
236;parcialmente_nublado;5;25;510,06;510,06;3,651;1862,31;1,0638
236;parcialmente_nublado;6;32;511,07;511,07;2,669;1364,0;0,9777
237;parcialmente_nublado;1;6;181,14;181,14;1,918;347,5;0,9745
237;parcialmente_nublado;2;10;12,67;12,67;1,186;15,03;1,0677
237;parcialmente_nublado;3;14;116,67;116,67;1,949;227,39;1,003
237;parcialmente_nublado;4;18;554,69;554,69;2,218;1230,16;1,0687
237;parcialmente_nublado;5;25;2185,31;2185,31;3,763;8222,43;1,009
237;parcialmente_nublado;6;32;6,51;6,51;1,242;8,09;0,9618
238;parcialmente_nublado;1;6;278,98;278,98;2,496;696,32;0,9727
238;parcialmente_nublado;2;10;361,52;361,52;3,755;1357,37;1,0043
238;parcialmente_nublado;3;14;1664,4;1664,4;2,676;4454,18;1,0255
238;parcialmente_nublado;4;18;522,12;522,12;1,765;921,73;1,1195
238;parcialmente_nublado;5;25;583,07;583,07;1,094;637,62;1,0056
238;parcialmente_nublado;6;32;135,36;135,36;2,009;271,92;1,0756
239;ceu_aberto;1;6;128,91;128,91;1,146;147,77;1,0461
239;ceu_aberto;2;10;286,04;286,04;2,335;667,97;0,9889
239;ceu_aberto;3;14;79,25;79,25;1,794;142,15;1,0304
239;ceu_aberto;4;18;72,66;72,66;3,681;267,51;0,9403
239;ceu_aberto;5;25;69,13;69,13;1,288;89,05;1,0867
239;ceu_aberto;6;32;428,63;428,63;2,234;957,71;1,0639
240;parcialmente_nublado;1;6;402,11;402,11;1,427;573,86;1,0098
240;parcialmente_nublado;2;10;182,96;182,96;1,383;253,0;1,009
240;parcialmente_nublado;3;14;258,2;258,2;3,877;1001,08;0,9287
240;parcialmente_nublado;4;18;595,16;595,16;2,13;1267,49;0,9277
240;parcialmente_nublado;5;25;4,44;4,44;2,581;11,46;0,9596
240;parcialmente_nublado;6;32;154,32;154,32;3,201;494,07;1,0506
241;parcialmente_nublado;1;6;408,68;408,68;3,722;1520,92;1,0119
241;parcialmente_nublado;2;10;303,19;303,19;2,709;821,3;0,9872
241;parcialmente_nublado;3;14;106,59;106,59;3,641;388,07;1,0043
241;parcialmente_nublado;4;18;213,32;213,32;3,471;740,53;1,0563
241;parcialmente_nublado;5;25;158,53;158,53;1,239;196,48;0,9958
241;parcialmente_nublado;6;32;37,06;37,06;1,622;60,11;0,9985
242;ceu_aberto;1;6;296,7;296,7;3,384;1003,92;1,0232
242;ceu_aberto;2;10;187,85;187,85;3,084;579,37;1,0616
242;ceu_aberto;3;14;325,29;325,29;2,722;885,6;0,9789
242;ceu_aberto;4;18;430,29;430,29;1,362;585,98;0,9973
242;ceu_aberto;5;25;983,04;983,04;1,497;1471,28;0,959
242;ceu_aberto;6;32;635,45;635,45;3,461;2199,18;0,9107
243;nublado;1;6;417,84;417,84;2,276;950,79;0,933
243;nublado;2;10;133,94;133,94;1,623;217,32;0,9939
243;nublado;3;14;860,37;860,37;2,899;2494,24;0,9137
243;nublado;4;18;203,73;203,73;2,277;463,83;1,08
243;nublado;5;25;498,33;498,33;1,048;522,42;1,0201
243;nublado;6;32;181,78;181,78;1,084;197,14;1,0068
244;ceu_aberto;1;6;352,49;352,49;2,637;929,51;1,0784
244;ceu_aberto;2;10;664,69;664,69;1,679;1115,87;1,0303
244;ceu_aberto;3;14;37,76;37,76;3,464;130,8;1,0346
244;ceu_aberto;4;18;473,18;473,18;1,129;534,07;0,9756
244;ceu_aberto;5;25;148,91;148,91;1,296;192,99;0,9999
244;ceu_aberto;6;32;49,92;49,92;2,563;127,95;1,0314
245;parcialmente_nublado;1;6;323,94;323,94;1,563;506,34;0,9794
245;parcialmente_nublado;2;10;463,48;463,48;1,034;479,07;0,9339
245;parcialmente_nublado;3;14;29,11;29,11;2,236;65,09;1,0263
245;parcialmente_nublado;4;18;120,39;120,39;3,698;445,25;1,0659
245;parcialmente_nublado;5;25;200,28;200,28;3,709;742,84;1,1283
245;parcialmente_nublado;6;32;28,93;28,93;1,383;40,01;1,0193
246;parcialmente_nublado;1;6;32,18;32,18;2,79;89,8;0,9666
246;parcialmente_nublado;2;10;1059,37;1059,37;1,831;1940,17;0,9297
246;parcialmente_nublado;3;14;367,1;367,1;3,2;1174,79;0,9793
246;parcialmente_nublado;4;18;36,26;36,26;3,169;114,9;0,9548
246;parcialmente_nublado;5;25;580,1;580,1;2,656;1540,82;1,046
246;parcialmente_nublado;6;32;130,52;130,52;1,723;224,85;1,0257
247;ceu_aberto;1;6;169,2;169,2;3,502;592,51;0,9602
247;ceu_aberto;2;10;115,48;115,48;1,335;154,13;0,9769
247;ceu_aberto;3;14;756,14;756,14;3,921;2965,05;1,0321
247;ceu_aberto;4;18;13,13;13,13;3,08;40,43;0,9163
247;ceu_aberto;5;25;81,87;81,87;1,818;148,82;0,9772
247;ceu_aberto;6;32;506,28;506,28;2,368;1198,93;1,0543
248;ceu_aberto;1;6;18,69;18,69;1,501;28,05;1,056
248;ceu_aberto;2;10;314,34;314,34;1,822;572,77;1,0342
248;ceu_aberto;3;14;134,54;134,54;1,717;231,0;0,9537
248;ceu_aberto;4;18;96,71;96,71;2,496;241,42;1,0331
248;ceu_aberto;5;25;591,52;591,52;1,875;1108,81;1,0056
248;ceu_aberto;6;32;91,16;91,16;2,548;232,3;0,9495
249;parcialmente_nublado;1;6;581,07;581,07;3,697;2148,4;1,0049
249;parcialmente_nublado;2;10;194,59;194,59;1,673;325,55;0,9946
249;parcialmente_nublado;3;14;572,25;572,25;2,813;1609,56;0,9672
249;parcialmente_nublado;4;18;37,49;37,49;2,3;86,21;1,0697
249;parcialmente_nublado;5;25;357,37;357,37;2,148;767,74;1,0475
249;parcialmente_nublado;6;32;428,45;428,45;1,32;565,61;1,0161
250;parcialmente_nublado;1;6;236,85;236,85;2,882;682,52;1,0278
250;parcialmente_nublado;2;10;364,01;364,01;2,182;794,41;0,938
250;parcialmente_nublado;3;14;500,78;500,78;1,489;745,52;0,9981
250;parcialmente_nublado;4;18;1157,22;1157,22;1,351;1563,71;0,9182
250;parcialmente_nublado;5;25;110,3;110,3;2,677;295,24;0,8577
250;parcialmente_nublado;6;32;47,01;47,01;1,901;89,39;0,9466
251;ceu_aberto;1;6;611,63;611,63;2,954;1806,79;0,9553
251;ceu_aberto;2;10;293,25;293,25;2,322;681,03;0,9421
251;ceu_aberto;3;14;302,4;302,4;2,194;663,34;1,0755
251;ceu_aberto;4;18;364,71;364,71;2,095;764,13;1,0131
251;ceu_aberto;5;25;247,11;247,11;1,85;457,26;1,0293
251;ceu_aberto;6;32;889,58;889,58;1,257;1118,29;0,9931
252;parcialmente_nublado;1;6;172,5;172,5;2,858;493,09;1,0565
252;parcialmente_nublado;2;10;164,75;164,75;3,938;648,86;1,0237
252;parcialmente_nublado;3;14;163,02;163,02;1,937;315,78;1,0075
252;parcialmente_nublado;4;18;334,84;334,84;3,869;1295,49;0,9651
252;parcialmente_nublado;5;25;58,08;58,08;1,446;84,0;1,0408
252;parcialmente_nublado;6;32;111,46;111,46;3,292;366,94;1,0103
253;ceu_aberto;1;6;106,39;106,39;2,122;225,8;0,9792
253;ceu_aberto;2;10;49,25;49,25;2,628;129,43;0,8995
253;ceu_aberto;3;14;14,02;14,02;3,554;49,84;1,0358
253;ceu_aberto;4;18;65,83;65,83;2,002;131,79;0,9939
253;ceu_aberto;5;25;148,88;148,88;1,427;212,42;0,9864
253;ceu_aberto;6;32;365,09;365,09;1,846;673,82;0,9866
254;ceu_aberto;1;6;284,28;284,28;3,051;867,25;1,0512
254;ceu_aberto;2;10;111,82;111,82;3,401;380,32;0,9438
254;ceu_aberto;3;14;1453,82;1453,82;1,552;2255,74;1,0274
254;ceu_aberto;4;18;167,68;167,68;2,057;344,9;0,996
254;ceu_aberto;5;25;244,88;244,88;1,378;337,35;0,972
254;ceu_aberto;6;32;862,37;862,37;2,623;2262,1;0,9949
255;parcialmente_nublado;1;6;625,12;625,12;2,963;1852,07;1,0225
255;parcialmente_nublado;2;10;17,43;17,43;3,278;57,12;0,9226
255;parcialmente_nublado;3;14;280,93;280,93;1,34;376,48;1,0028
255;parcialmente_nublado;4;18;462,61;462,61;3,972;1837,34;1,0517
255;parcialmente_nublado;5;25;12,67;12,67;2,819;35,71;0,9393
255;parcialmente_nublado;6;32;430,96;430,96;2,09;900,53;1,0689
256;ceu_aberto;1;6;36,57;36,57;1,645;60,14;0,9125
256;ceu_aberto;2;10;389,74;389,74;3,805;1483,0;1,0395
256;ceu_aberto;3;14;142,12;142,12;1,616;229,63;0,9473
256;ceu_aberto;4;18;15,36;15,36;3,794;58,26;0,8971
256;ceu_aberto;5;25;112,19;112,19;2,964;332,51;1,0911
256;ceu_aberto;6;32;2645,07;2645,07;1,34;3543,49;0,9571
257;ceu_aberto;1;6;963,72;963,72;3,686;3552,33;1,0153
257;ceu_aberto;2;10;252,33;252,33;2,079;524,48;0,983
257;ceu_aberto;3;14;818,11;818,11;1,862;1523,49;1,0247
257;ceu_aberto;4;18;460,14;460,14;2,055;945,79;0,9308
257;ceu_aberto;5;25;263,36;263,36;1,644;432,93;1,0649
257;ceu_aberto;6;32;359,23;359,23;2,634;946,18;0,9908
258;ceu_aberto;1;6;57,93;57,93;2,564;148,54;1,0366
258;ceu_aberto;2;10;591,16;591,16;3,903;2307,49;0,9735
258;ceu_aberto;3;14;843,5;843,5;3,762;3172,89;0,9574
258;ceu_aberto;4;18;840,79;840,79;2,079;1747,94;0,9369
258;ceu_aberto;5;25;163,07;163,07;3,339;544,56;1,0017
258;ceu_aberto;6;32;149,28;149,28;3,764;561,87;0,9288
259;parcialmente_nublado;1;6;305,15;305,15;2,846;868,43;1,0536
259;parcialmente_nublado;2;10;1011,93;1011,93;3,902;3948,06;1,019
259;parcialmente_nublado;3;14;128,18;128,18;1,373;175,98;0,9861
259;parcialmente_nublado;4;18;456,6;456,6;2,522;1151,47;1,0862
259;parcialmente_nublado;5;25;241,87;241,87;1,155;279,32;0,9866
259;parcialmente_nublado;6;32;79,33;79,33;1,964;155,77;1,0279
260;ceu_aberto;1;6;468,31;468,31;1,304;610,83;1,0923
260;ceu_aberto;2;10;122,34;122,34;3,321;406,31;1,0486
260;ceu_aberto;3;14;695,19;695,19;1,729;1201,88;0,9634
260;ceu_aberto;4;18;231,18;231,18;1,842;425,93;1,042
260;ceu_aberto;5;25;183,95;183,95;2,798;514,75;0,9847
260;ceu_aberto;6;32;454,26;454,26;3,706;1683,41;1,0608
